,Unnamed: 0,name,details,ingredients,price,best-seller,Step
19,25,Farm Stay - Collagen Water Full Moist Peeling Gel,"Exfoliator Type: Chemical


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Blackheads, Dryness/ Hydration","water, glycerin, steartrimonum methosulfate, propylene glycol, carbomer, celulose, polysorbale 80, hyorolyzed collagen, hamamelis extract, camelia sinensis leal extract, rosa centiola flower water, allanton, triethanolamine, disodum EDTA, phenoxyethanol, fragrance",,no,scrub
20,26,Ciracle - Skin Renewal Home Peeling Pads -70ml+35pcs,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Irritation/ Calming",,,no,scrub
21,27,BONAJOUR - Green Tea AHA Peeling Gel - 150ml,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Oil Control/ Pores","Water, Cellulose, Glycerin, Butylene Glycol, Ethanol, Steartrimonium Methosulfate, Camellia Sinensis Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Citrus Aurantifolia (Lime) Fruit Extract, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Betaine, Sodium Hyaluronate, Sodium Cocoyl Apple Amino Acids, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Microcrystalline Cellulose, Malic Acid, Hexylene Glycol, 1,2-Hexanediol, PEG-60 Hydrogenated Castor Oil, Fragrance, Isopropyl Alcohol, Chlorphenesin",,no,scrub
22,28,TOSOWOONG - Black Sugar Facial Scrub,"Cruelty Free: Yes


Exfoliator Type: Physical


Product Unit: 100ml


Skin Type: Combination, Dry, Normal, Oily, Sensitive


Skin Concern: Acne, Sun Damage, Uneven Skin Tone",,9.89€,Cruelty Free,scrub
23,29,9wishes - Rice Powder Polish - 5g*1ea,"Exfoliator Type: Chemical


Skin Type: Combination, Dry, Normal, Oily, Sensitive


Skin Concern: Blackheads","Canola Oil,Oryza Sat. (Rice) Powder,PEG-20 Glyceryl triisostearate,Euphorbia Cerifera (Candelilla) wax,Silica,Mi-crocrystallineWax,1,2-Hexanediol,Macadamia Ternifolia Seed Oil,Simmondsia Chinensis(Jojoba) Seed Oil,Cetyl Ethyl hexanoate,Caprylyl Glycol,Argania Spinosa Kernel 0i1,Ethylhexylglycerin,Butylene Glycol,Water,Lactobacillus/Soy bean Ferment Extract,Salix Alba (Willow) Bark Extract,Origanum Vulgare Leaf Extract,Portulaca Oleracea Extract,Cha maecyparis Obtusa Leaf Extract,Scutellaria Baicalensis Root Extract,Cinnamomum Cassia Bark Extract,Oryza Sativa (Rice) Bran Water,Oryza Sativa (Rice) Bran Extract,Saccharomyces/Rice Bran Ferment,Pentylene Glycol,Aspalathus Linearis Extract,Glycyrrhiza Glabra (Licorice) Root Extract,Commiphora Myrrha Resin Extract,Perilla Frutescens Leaf Extract,Yucca Schidigera Root Extract,Fragrance",,no,scrub
24,31,TIA'M - Berry Very Soft Peeling Gel - 120g,"Cruelty Free: Yes


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration, Uneven Skin Tone","Water,Cellulose,Dipropylene Glycol,Alcohol,Vaccinium Angustifolium (Blueberry) Fruit Extract,Rubus Fruticosus (Blackberry) Fruit Extract,Euterpe Oleracea Fruit Extract,Rubus Idaeus (Raspberry) Fruit Extract,Fragaria Chiloensis (Strawberry) Fruit Extract,Vaccinium Myrtillus Fruit Extract,Vaccinium Macrocarpon (Cranberry) Fruit Extract,Aronia Melanocarpa Fruit Extract,Camellia Sinensis Leaf Extract,Sodium Hyaluronate,Hydrolyzed Collagen,Butylene Glycol,Allantoin,Glycerin,Carbomer,Tromethamine,Citric Acid,Methylpropanediol,Laurylpyridinium Chloride,Disodium EDTA,1,2-Hexanediol",19.89€,Cruelty Free,scrub
25,32,PESTLO - Spicule Re-born Peeling Mask - 120g,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Oil Control/ Pores",,35.89€,New Arrival,scrub
26,33,Ciracle - Pore Control Daily Wash Peeling Gel -100ml,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Acne",,,no,scrub
27,34,Farm Stay - All In One Whitening Peeling Gel,"Skin Concern: Blackheads, Oil Control/ Pores","Water, Alcohol, propylene glycol, Cellulose, Carbomer, Cetrimonium chloride, Peg-60 hydrogenated castor oil, Phenoxyethanol, Methylparaben, Glycolic Acid/ Lactic Acid/ Citric Acid, Actinidia Chinensis (Kiwi) Fruit Extract (180mg), Aloe Barbadensis Leaf Extract, Lavandula Angustifolia (Lavender) Extract, Rosmarinus Officinalis (Rosemary extract, Camellia Sinensis Leaf Extract, CI 19140, CI 42090, Benzophenone-9, Perfume.",,no,scrub
28,35,Faith in Face - AHA peel so good peeling gel -125g,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Acne, Anti-aging/ Wrinkles",,,no,scrub
29,36,NEOGEN Dermalogy - Green Tea Moist PHA Gauze Peeling - 190ml / 30ea,"Cruelty Free: Yes


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming",,23.69€,Cruelty Free,scrub
30,37,Dr.G - Brightening Peeling Gel - 10g,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Blackheads","Water, Cellulose, Dipropylene Glycol, Trehalose, Fornes Officinalis (Mushroom) Extract, Althaea Rosea Flower Extract, Pollen Extract, Glycine Soja (Soybean) Oil Unsaponifiables, Olea Europaea (Olive) Oil Unsaponifiables, Triticum Vulgare (Wheat) Germ Oil Unsaponifiables, Adansonia Digitata Seed Extract, Diospyros Kaki Leaf Extract, Rhus Semialata Gall Extract, Betula Platyphylla Japonica Bark Extract, Honey Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Salix Nigra (Willow) Bark Extract, Ascorbyl Glucoside, Glyceryl Caprylate, Caprylyl Glycol, Oleth-10, Allantoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Arginine, Disodium EDTA",,no,scrub
31,38,ByWishtrend - Mandelic Acid 5% Skin Prep Water - 120ml,Cruelty Free: Yes,"Water, Mandelic Acid, Butylene Glycol, Beta-Glucan, Panthenol, Glycyrrhiza Glabra (Licorice) Root Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Sodium Hyaluronate, Sorbitan Sesquioleate, Centella Asiatica Extract, Houttuynia Cordata Extract, Sorbitol, Dimethyl Sulfone, Chlorphenesin, Sodium Citrate, Arginine, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Natto Gum, Carbomer",34.99€,Cruelty Free,scrub
32,39,MIZON - Vita Lemon Sparkling Peeling Gel - 150g,"Cruelty Free: Yes


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Blackheads, Oil Control/ Pores",,15.19€,Cruelty Free,scrub
33,40,Cure - Natural Aqua Gel,"Product Unit: 250ml


Skin Type: Combination, Dry, Normal, Oily, Sensitive


Skin Concern: Dark Circles, Dryness/ Hydration, Sun Damage","Water, glycerin, acrylates/C-10-30 alkyl acrylate crosspolymer, discoocodimonium chloride, steartrimonium bromide, aloe barbadenis leaf extract, ginkgo bilboa extract, rosmarinus officinalis (rosemary) leaf extract, butylene glycol.",,no,scrub
34,41,The Face Shop - Jeju Volcanic Lava Deep Pore Cleansing Foam Scrub - 140ml,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration",,,no,scrub
35,42,APRILSKIN - Real Calendula Peel Off Pack - 100g,"Cruelty Free: Yes


Product Unit: 100g


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Blackheads, Dryness/ Hydration, Irritation/ Calming, Oil Control/ Pores, Uneven Skin Tone","Water, Polyvinyl Alcohol, Alcohol, Dipropylene Glycol, 1,2-Hexanediol, Polysorbate 80, Calendula Officinalis Flower, Xanthan Gum, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Juniperus Mexicana Oil, Amyris Balsamifera Bark Oil, Salvia Sclarea (Clary) Oil, Calendula Officinalis Flower Extract, Butylene Glycol, Caprylic/Capric Triglyceride, Calendula Officinalis Flower Oil, Lavandula Angustifolia (Lavender) Extract, Borago Officinalis Extract, Centaurea Cyanus Flower Extract, Chamomilla Recutita (Matricaria) Flower/Leaf Extract",24.09€,Cruelty Free,scrub
36,43,NEOGEN Dermalogy - Lemon Bright PHA Gauze Peeling - 190ml / 30ea,"Cruelty Free: Yes


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming",,20.39€,Cruelty Free,scrub
37,44,NEOGEN Dermalogy - Bio-Peel Gauze Peeling Pads,"Cruelty Free: Yes


Exfoliator Type: Chemical


Product Unit: 30pc


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Acne, Blackheads, Irritation/ Calming, Oil Control/ Pores, Sun Damage, Uneven Skin Tone","Water (Aqua), Butylene Glycol, Glycerin, Wine Extract Alcohol Denat., PEG/PPG-17/6 Copolymer, Benzophenone-5, 1,2-Hexanediol, Sodium Hyaluronate, Chamomilla Recutita (Matricaria) Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Coptis Japonica Extract, Tartaric Acid, Glycolic Acid, Lactic Acid, CI 15985, CI 17200, CI 42090, Carbomer, PEG-60 Hydrogenated Castor Oil, Phenoxyethanol, Ethylhexylglycerin, Disodium EDTA, Fragrance (Parfum)",20.89€,Cruelty Free,scrub
38,45,The Face Shop - Smart Peeling Mild Papaya,"Skin Type: Combination, Dry, Normal, Oily, Sensitive


Skin Concern: Dryness/ Hydration, Irritation/ Calming","Water/Eau, Butylene Glycol, Peg-8, Steartrimonium Methosulfate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hyaluronate, Triethylhexanoin, Cetrimonium Chloride, Papin, Isopropyl Alcohol, Parfum/Fragrance",,no,scrub
39,46,brilliant colors - MEISHOKU - DETCLEAR Bright & Peel Fruits Peeling Jelly - 180ml,"Product Unit: 180ml


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Oil Control/ Pores",,,no,scrub
40,47,Etude House - Baking Powder Crunch Pore Scrub - 200g,"Exfoliator Type: Physical


Product Unit: 200g


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Blackheads, Oil Control/ Pores",,,no,scrub
41,49,Dr.G - Brightening Peeling Gel,"Skin Type: Combination, Dry, Normal, Oily, Sensitive


Skin Concern: Blackheads, Dullness / Radiance, Oil Control/ Pores",,,no,scrub
42,50,aromatica - Rosemary Scalp Scrub - 165g,"Cruelty Free: Yes


Exfoliator Type: Physical


Skin Type: Sensitive","Sea salt(Israel Dead sea salt), Sodium chloride(Edible salts), Sodium methyl cocoyl taurate(Coconut-derived cleanser), Rosmarinus officinalis leaf extract, Pinus densiflora leaf extract, Zingiber officinale root extract, Lauryl betaine(Plant-derived cleanser), Lauramidopropyl betaine(Plant-derived cleanser), Glycerin(Plant-derived moisturizer), Butylene glycol(Moisturizer), Eclipta prostrata extract, Ocimum basilicum extract, Coriandrum sativum extract, Origanum vulgare leaf extract, *Pelargonium graveolens oil(Rose geranium oil), *Rosmarinus officinalis leaf oil, *Styrax benzoin gum(Benzoin oil), *Mentha viridis leaf oil, *Citrus aurantium dulcis (orange) peel oil, Xanthan gum(Protein fermentation moisturizing/thickening agent), Guar hydroxypropyltrimonium chloride(Guar-derived hair emollient), Propanediol(Plant-derived moisturizer), Ethylhexylglycerin(Emollient), Verbena officinalis extract, Chamomilla recutita flower extract, Menthol(Skin refreshing agent), Disodium EDTA(Stabilizer), *Citronellol(Ingredient in orange oil), *Geraniol(Ingredient in orange oil), *Linalool(Ingredient in rosemary oil), *Limonene(Ingredient in rosemary oil) *Naturally found in essential oils",9.09€,Vegan,scrub
43,51,The Saem - Honey Oatmeal Lip Scrub - 7ml,"Exfoliator Type: Physical


Product Unit: 7ml


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration",,,no,scrub
44,52,"Dear, Klairs - Gentle Black Sugar Facial Polish","Cruelty Free: Yes


Exfoliator Type: Physical


Product Unit: 110g


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Acne, Blackheads","Caprylic/Capric Triglyceride, Black Strap Powder, Cetylethylexanoate, Petrolatum, Glycerin, Tocopheryl, Acetate, Candelilla Wax Esters, Butyrospermum Parkii (Shea Butter), PEG-7 Glyceryl Cocoate, Polysorbate 20, Microcrystalline Wax, Cetyl Alcohol, Glycyrrhiza Glabra (Licorice) Root Powder, Fragrance, Carapa Guaianensis Seed Oil, Vaccinium Macrocarpon (Cranberry) Seed Oil",19.19€,Vegan,scrub
45,53,NEOGEN Dermalogy - Deep Clear Bright Calming Peeling Gel - 120ml,"Cruelty Free: Yes


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dullness / Radiance",,14.29€,Cruelty Free,scrub
46,54,primera - Facial Mild Peeling - 150ml,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Irritation/ Calming","Water, Glycerin, Steartrimonium Methosulfate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Isopropyl Alcohol, Fragrance / Parfum, Distearyldimonium Chloride, Cocamidopropyl Betaine, Butylene Glycol, Sodiumchloride, Brassica Oleracea Italica (Broccoli) Extract, Sodium Benzoate, Melia Azadirachta Extract, Phyllanthusemblica Extract, Fragaria Vesca (Strawberry) Leaf Extract, Helianthus Annuus (Sunflower) Extract, Brassica Oleraceagemmifera (Brussels Sprouts) Extract, Borago Officinalis Extract, Polyquaternium-51, Phenoxyethanol, Disodium Edta.",,no,scrub
47,55,It's Skin - Mangowhite Peeling Gel - 120ml,"Exfoliator Type: Physical


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dullness / Radiance",,,no,scrub
48,56,NEOGEN Dermalogy - Real Cica Pad,"Cruelty Free: Yes


Product Unit: 90pc


Skin Type: Combination, Dry, Normal, Oily, Sensitive


Skin Concern: Dark Circles, Dryness/ Hydration","Water, Glycerin, Butylene Glycol, Centella Asiatica Extract, Dipropylene Glycol, 1,2-Hexanediol, Asiaticoside, Asiatic Acid, Madecassic Acid, Madecassoside, Lactobionic Acid, Gluconolactone, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Octyldodecanol, Ceramide NP(Ceramide 3), Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Allantoin, Betaine, Panthenol, Cetearyl Olivate, Sorbitan Olivate, Glyceryl Caprylate, Ethylhexylglycerin, Tromethamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Propanediol, Diglycerin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Disodium EDTA",14.59€,Cruelty Free,scrub
49,57,Belif - Mild and Effective Facial Scrub - 100ml,"Exfoliator Type: Physical


Skin Type: Combination, Normal, Oily


Skin Concern: Oil Control/ Pores",,,no,scrub
50,58,NEOGEN Dermalogy - Bio - Peel Gauze Peeling Green Tea - Green Tea - 8 Pads - 8pcs,"Cruelty Free: Yes


Product Unit: 8pc


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Oil Control/ Pores",,10.79€,Cruelty Free,scrub
51,59,Jigott - Premium Facial Peeling Gel No.Rice Bran- 180ml,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration, Irritation/ Calming, Sun Damage",,,no,scrub
52,60,primera - Facial Intensive Peeling - 150ml,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dullness / Radiance",,,no,scrub
53,61,NEOGEN Dermalogy - Bio - Peel Gauze Peeling Green Tea - Wine - 8 Pads - 8pcs,"Cruelty Free: Yes


Product Unit: 8pc


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Oil Control/ Pores","Water, Dipropylene Glycol, Vitis Vinifera (Grape) Fruit Water (5%), Glycerin, Diglycerin, 1,2-Hexanediol, Wine Extract (100ppm), Gardenia Jasminoides (Gardenia) Fruit Extract, Vitis Vinifera (Grape) Seed Extract, Hyaluronic Acid, Rubus Idaeus (Raspberry) Fruit Extract, Hydrolyzed Hyaluronic Acid, Vaccinium Angustifolium (Blueberry) Fruit Extract, Sodium Hyaluronate, Lactobionic Acid, Glyceryl Caprylate, Gluconolactone, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pelargonium Graveolens (Geranium) Flower Oil, Rose Flower Oil, Mentha Viridis (Spearmint) Leaf Oil, Chamomilla Recutita (Matricaria) Flower Oil, Octyldodeceth-16, Phenyl Trimethicone, Butylene Glycol, Ethylhexylglycerin, Tromethamine, Carbomer, Disodium EDTA",7.49€,Cruelty Free,scrub
54,62,TONYMOLY - Floria Brightening Peeling Gel,"Exfoliator Type: Chemical


Product Unit: 150ml


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Irritation/ Calming, Oil Control/ Pores, Sun Damage, Uneven Skin Tone, Whitening","Water, Glycerin, Quaternium-60, Propylene Glycol, Carbomer, Dipropylene Glycol, Pearl Powder, Glacier Water, Saccharomyces/Nelumbo Nucifera Ferment Extract Filtrate, Nelumbo Nucifera (Sacred Lotus) Flower Extract, Prunus Mume Fruit Extract, Ascorbic Acid, Butylene Glycol, Pentylene Glycol, Lactic Acid, Serine, Sodium Lactate, Sorbitol, Urea, Sodium Chloride, Caprylyl Glycol, 1,2-Hexanediol, Allantoin, Citric Acid, Disodium EDTA, Phenoxyethanol, Fragrance",,no,scrub
55,63,unpa - Bubi Bubi Lip Scrub - 12ml,"Exfoliator Type: Physical


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration",,,no,scrub
56,64,NEOGEN Dermalogy - Bio - Peel Gauze Peeling Green Tea - Lemon - 8 Pads - 8pcs,"Cruelty Free: Yes


Product Unit: 8pc


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Oil Control/ Pores",,9.79€,Cruelty Free,scrub
57,65,Liberta - Shiro Waki Hime Armpits Whitening Cream - 18g,"Product Unit: 18g


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Oil Control/ Pores",,,no,scrub
58,66,HolikaHolika - Smooth Egg Skin Peeling Gel,"Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration, Irritation/ Calming","Water, Glycerin, Propylene Glycol, Quaternium-60, Carbomer, Glyceryl Polyacrylate, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Dipropylene Glycol, Portuaca Oleracea Extract, Egg Yolk Extract, Hydrolyzed Egg Shell Membrane, Cellulose, 1,2-Hexanediol, Egg Shell Powder, Vinegar, Disodium Edta, Caprylyl Glycol, Caprylhydroxamic Acid, Phenoxyethanol, Fragrance",,no,scrub
59,67,Aritaum - Ginger Sugar Lip Scrub,Product Unit: 12g,"Petrolatum, Diisostearyl Malate, Sucrose, Microcrystalline Wax, Mineral Oil, Juglans Regia (Walnut) Shell Powder, Caprylyl Glycol, Ethylhexylglycerin, Tropolone, Citrus Aurantium Dulcis (Orange) Peel Oil, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Jojoba Esters, Tocopheryl Acetate, Zingiber Officinale (Ginger) Root Oil, Hippophae Rhamnoides (Sea Buckthorn) Oil",,no,scrub
60,68,The Face Shop - Smart Peeling Honey Black Sugar Scrub,"Exfoliator Type: Chemical


Skin Type: Combination, Dry, Normal, Oily


Skin Concern: Blackheads, Irritation/ Calming","Glycerin, Sucrose, Sodium Chloride, Isopropyl Myristate, Glycereth-26, Peg-32, Trihydroxystearin, Synthetic Beeswax, Polysorbate 80, Polyclyceryl-10 Behenate/Epicosadioate, Honey, Butylene Glycol, Carica Papaya (Papaya) Fruit Extract, Lecithin, Caramel, Carbomer, Triethanolamine, Parfum/Fragrance",,no,scrub
