,name,details,ingredients
10,MISSHA - All Around Safe Block Essence Sun - 50ml (SPF45 PA+++),"Usage: Day, Night


Product Type: Sunscreen


Product Unit: 50ml


Skin Concern: Dryness/ Hydration, Uneven Skin Tone


Skin Type: Combination, Dry, Normal, Oily",[]
11,MACQUEEN - Daily Matt-Finish Suncream SPF50+ PA+++,"Usage: Day


Product Type: Sunscreen


Product Unit: 50g


SPF: Above SPF 50


PA: +++","Purified water, cyclopentasiloxane glycerin, titanium dioxide, ethylhexyl methoxycinnamate, dimethicone, PEG-10dimethicone, zinc oxide, cyclohexasiloxane, Celyt PEG/PPG-10/Dimethicone, sorbitan sesquioleate, niacinamide, Hottuynia Crodata extract, hexyl laurate, ozocerite, Dimethicone/Vinyl Dimethicone Crosspolymer, sodium chloride, stearic acid, phenoxyethanol, alumina, xantangum, CI 77492, triethoxycaprylylsilane, perfume, adenosine, 1,2-hexandiol, CI77491, Biosaccharide Gum-4, CI 77499, Salix Alba (Willow) bark extract, Castanea Crenata shell extract, sodium hyaluronate, Centella asiatica extract, greentea extract, Chamomilla Recutita flower extract, Glycyrrhiza extract, Polygonum Cuspidatum root extract, butylene glycol
Rosmarinus Officinalis leaf extract, Scurellaria Baicalensis root extract"
12,innisfree - Daily Mild Sunscreen,"Usage: Day


Product Type: Sunscreen


Product Unit: 50ml


Skin Concern: Sun Damage, Whitening


Skin Type: Combination, Dry, Normal, Oily",[]
13,Kao - Biore - UV Aqua Rich Watery Gel SPF50+ PA++++ (2019 Edition) - 90ml,"Usage: Day


Product Type: Gel


SPF: Above SPF 50


PA: +++


Skin Concern: Dryness/ Hydration",[]
14,Shiseido - Anessa Perfect UV Sunscreen Skincare Milk SPF 50+ PA++++,"Usage: Day


Product Type: Sunscreen


Product Unit: 60ml


SPF: Above SPF 50


PA: ++++",[]
15,MISSHA - All-Around Safe Block Soft Finish Sun Milk,"Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: +++


Skin Type: Combination, Dry, Normal, Oily","Water, Isopropyl Myristate, Limonia Acidissima Extract, Dimethicone/Vinyl Dimethicone Crosspolymer, Helichrysum Italicum (Everlasting) Extract, Lecithin, Aluminum Hydroxide, Cinchona Succirubra (Quinine) Bark Extract, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Potassium Sorbate, Tocopheryl Acetate, Alcohol, Titanium Dioxide (CI 77891), Magnesium Sulfate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Hydrogen Dimethicone, Silica, Isopropyl Palmitate, Isostearic Acid, Biosaccharide Gum-4, Polyhydroxystearic Acid, Acrylates/Dimethicone Copolymer, Quaternium-18 Bentonite, Polyglyceryl-3 Polyricinoleate, Phenoxyethanol, Ethylhexyl Palmitate, Cyclopentasiloxane, Caprylyl Methicone, Abronia Villosa Leaf Extract, Ethylhexyl Salicylate, Fragrance, Dimethicone, Aloe Barbadensis (Aloe Vera) Leaf Extract, Red Iron Oxide (CI 77491), VP/Hexadecene Copolymer, Stearic Acid, Psidium Guajava Leaf Extract, Sodium Benzoate, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Rosa Davurica Bud Extract, Silica Dimethyl Silylate, Ethylhexyl Methoxycinnamate, Zinc Oxide (CI 77947), Yellow Iron Oxide (CI 77492), Rhodiola Rosea (Rhodiola Rosea) Root Extract, C12-15 Alkyl Benzoate, Disodium EDTA, Dipropylene Glycol"
16,Dr.G - Green Mild Up Sun+ (SPF50+ PA++++) - 50ml,"Usage: Day


Product Type: Sunscreen


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
17,Rohto Mentholatum - Skin Aqua Super Moisture Essence Sunscreen SPF50+/PA++++ - 80g,"Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
18,make p:rem - UV defense me. Blue ray sun gel - 75ml,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++","Water, Ethylhexyl Methoxycinnamate, Homosalate, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Propanediol, Niacinamide, Dimethicone Crosspolymer, Pentylene Glycol, Salvia Hispanica Seed Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Ammonide Acylorate Acryloxyl Aureate Hydrolysate, Ethylhexylglycerin, Acrylates / C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Pululan, Adenosine, 1,2-Hexanediol, Betula Alba Juice, Dipropylene Glycol, Butylene Glycol, Xylitylglucoside, Sodium Palmitoyl Proline, Rubus Arcticlitol Callus Extract, Anhydroxy Nymphaea Alba Flower Extract, Chamaecyparis Obtusa Leaf Extract, Glycerin, Glucose, Polyglyceryl-10 Oleate, Alcohol, Lecithin, Sodium Dilauramidoglutamide Lysine, Thermus Thermophillus Ferment, Phytosterols,Hydrogenated Lecithin, Lysolecithin, Sodium Ascorbyl Phosphate, Ascophyllum Nodosum Extract, Sodium Hyaluronate, Leuconostoc / Radish Root Ferment Filtrate, Potassium Sorbate, Disodium EDTA, Citric Acid, Fragrance"
19,LABIOTTE - UV Veil Moisture Sun Essence SPF50+ PA+++ - 50ml + 20ml,"Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: +++


Skin Concern: Dryness/ Hydration, Sun Damage",[]
20,NEOGEN Dermalogy - Day-Light Protection Sunscreen,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


Product Unit: 50ml


SPF: SPF 30 - 50","Water, Ethylhexyl Methoxycinnamate, Glycerin, Butylene Glycol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Zinc Oxide, C12-15 Alkyl Benzoate, Hexanediol, Isoamyl P-Methoxycinnamate, Dicaprylyl Carbonate, Titanium Dioxide, Cetearyl Alcohol, Xanthan Gum, Polysorbate 20, Sodium Hyaluronate, Glyceryl Stearate, Peg-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Portulaca Oleracea Extract, Lavandula Angustifolia (Lavender) Oil, Phyllanthus Emblica Fruit Extract, Rubus Idaeus(Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Euterpe Oleracea Fruit Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Lippia Citriodora Leaf Extract, Rosa Damascena Flower Extract, Tocopheryl Acetate, Angelica Archangelica Root Extract, Beta-Glucan, Hibiscus Sabdariffa Flower Extract, Artemisia Absinthium Extract, Arnica Montana Flower Extract, Polyhydroxystearic Acid, Alumina, Gentiana Lutea Root Extract, Achillea Millefolium Extract, Litsea Cubeba Fruit Oil, Citrus Limon (Lomon) Fruit Oil, Eucalyptus Globulus Leaf Oil, Cedrus Atlantica Wood Oil, Disodium Edta, Potassium Hydroxide, Citrus Aurantium Dulcis(Orange) Oil, Aluminum Stearate."
21,Isntree - Hyaluronic Acid Perfect Sun Block - 50ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Sunscreen


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
22,Isntree - Hyaluronic Acid Airy Sun Stick - 22g,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Sunscreen


Skin Type: Combination, Dry, Normal, Oily",[]
23,"Logically, Skin - Professional Sun Block - 70g","Usage: Day, Night


Product Type: Sunscreen


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily","Water,Butyloctyl Salicylate,Zinc Oxide,Cyclopentasiloxane,Cyclohexasiloxane,Cetyl Ethylhexanoate,Butylene Glycol,Dimethicone ,Silica,Niacinamide,PEG-10 Dimethicone,Calamine,PEG-9 Polydimethylsiloxyethyl,Dimethicone,Dimethicone/PEG-10/15 ,Crosspolymer,Disteardimonium Hectorite,Magnesium Sulfate,Ceresin,Sorbitan Sesquioleate,Titanium Dioxide(CI 77891) ,Dimethicone Crosspolymer,Ethyl Hexanediol,Triethoxycaprylylsilane,Silica Dimethyl Silylate,Stearic Acid,Glyceryl Caprylate ,Lauroyl Lysine,1,2-Hexanediol,Disodium EDTA,Adenosine,Pentasodium,Tetracarboxymethyl,Acetylhydroxyprolyl Dipeptide-12 ,Pentasodium,Tetracarboxymethyl Dipeptide-51,Tetracarboxymethyl Hexanoyl,Dipeptide-12"
24,MACQUEEN - UV Daily Suncream,"Usage: Day


Product Type: Sunscreen


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Sun Damage, Whitening


Skin Type: Combination, Dry, Normal, Oily",[]
25,OMI - Verdio UV Moisture Essence SPF 50+ PA++++ - 50g,"Usage: Day


Product Type: Sunscreen


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Oil Control/ Pores, Sun Damage


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
26,SCINIC - Enjoy All Round Airy Sun Stick SPF50+ PA++++ - 25g,"Usage: Day, Night


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage",[]
27,RiRe - Silky & Light Sun Stick - 20g,"Usage: Day


Product Type: Sunscreen


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
28,FRUDIA - Tone-Up Base Sun Cream SPF50+ PA+++ - 50g,"Usage: Day


Product Type: Sunscreen


Skin Concern: Dryness/ Hydration, Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
29,Rohto Mentholatum - Skin Aqua UV Super Moisture Milk SPF50+ PA++++ - Normal - 40ml,"Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
30,make p:rem - UV Defense Me. Moisture Sun Cream (SPF50+ PA++++) - 60ml,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


SPF: SPF 30 - 50


PA: ++++","Water, Dibutyl Adipate, Ethylhexyl Triazone, C12-15 Alkyl Benzoate, Butylene Glycol, Dicaprylyl Carbonate, Propanediol, Titanium Dioxide (CI 77891), Glycerin, Cyclohexasiloxane, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Arachidyl Alcohol, Panthenol, 1,2-Hexanediol, Glycereth-26, Betaine, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Tamarindus Indica Seed Extract, Hydrolyzed Vegetable Protein, Gossypium Herbaceum (Cotton) Seed Extract, Aleurites Moluccanus Seed Oil, Nymphaea Alba Flower Extract, Butyrospermum Parkii (Shea) Butter, Inositol, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Aluminum Stearate, Arachidyl Glucoside, Methyl Methacrylate Crosspolymer, Polyhydroxystearic Acid, Sodium Stearoyl Glutamate, Polyisobutene, Hydroxyethyl Urea, Alumina, Tranexamic Acid, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil, Camellia Sinensis Leaf Extract, Dipotassium Glycyrrhizate, Ethylhexylglycerin, Xanthan Gum, Octyldodecanol, Sorbitan Oleate, Caprylyl/Capryl Glucoside, Pyrus Malus (Apple) Leaf Extract, Jasminum Officinale (Jasmine) Extract, Vanilla Planifolia Fruit Extract, Glucose, Dipropylene Glycol, Maltodextrin, Beta-Glucan, Echium Plantagineum Seed Oil, Sodium Palmitoyl Proline, Citric Acid, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Tocopherol, Behenyl Alcohol, PPG-14 Butyl Ether"
31,LABIOTTE - UV Veil Cooling Sun Fluid - SPF50+ PA++++ - 50ml,"Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++",[]
32,9wishes - Pine Treatment Sunscreen SPF50+ PA++++ - 50ml,"Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
33,Farm Stay - Visible Difference Snail Sun Cream SPF 50 PA+++ - 70g,"Usage: Day


Product Type: Sunscreen


Product Unit: 70g


SPF: Above SPF 50


PA: +++",[]
34,"Logically, Skin - Defense Logic Hydro Multi-Shield Sun Essence SPF50+ PA++++ -40ml","Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Anti-aging/ Wrinkles, Sun Damage, Uneven Skin Tone",[]
35,SCINIC - Enjoy Super Active Airy Sun Stick SPF50+ PA++++ - 15g,"Usage: Day, Night


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage",[]
36,no info,no info,no info
37,Farm Stay - Vita Care Sun Stick - 22g,"Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: +++


Skin Concern: Sun Damage",[]
38,THANK YOU FARMER - Sun Project Light Sun Essence - 40ml,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


Skin Concern: Dryness/ Hydration, Irritation/ Calming, Oil Control/ Pores, Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
39,ZYMOGEN - Long Lasting Power Sun Cream SPF50+ Pa+++ -60ml,"Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: +++


Skin Concern: Sun Damage",[]
40,The ORCHID Skin - Orchid Flower Aqua UV Sun Gel SPF30 PA++ - 60ml,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Sun Damage


Skin Type: Combination, Dry, Normal, Oily","WATER,CYCLOPENTASILOXANE ,DIPROPYLENE GLYCOL,ETHYLHEXYL METHOXYCINNAMATE ,ALCOHOL,ETHYLHEXYL SALICYLATE,ISOAMYL P-METHOXYCINNAMATE,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE ,DICAPRYLYL CARBONATE,GLYCERIN,VISCUM ALBUM (MISTLETOE) LEAF EXTRACT ,PORTULACA OLERACEA EXTRACT,CENTELLA ASIATICA EXTRACT,ALOE BARBADENS S LEAF EXTRACT,MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF EXTRACT ,CAMELLIA SINENS S LEAF EXTRACT,CRINUM ASIATICUM EXTRACT ,PHYTOSQUALANE,CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT,METHYL METHACRYLATE CROSSPOLYMER ,SILICA,TRIETHANOLAMINE,BEHENYL ALCOHOL,ACRYLATES/Cl0-30 ALKYL ACRYLATE CROSSPOLYMER ,CARBOMER,CETETH-10 ,DISODIUM EDTA ,FRAGRANCE,PHENOXYETHANOL"
41,HolikaHolika - Aloe Waterproof Sun Gel (SPF50+ PA++++),"Usage: Day


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Dark Circles, Dryness/ Hydration","Water, Ethylhexyl Methoxycinnamate, Homosalate, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Propanediol, Dimethicone Crosspolymer, Pentylene Glycol, Salvia Hispanica Seed Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Ammonium Acryloyldimethyltaurate/VP Copolymer, Fructooligosaccharides, Saccharide Hydrolysate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Triethanolamine, Pullulan, Octyldodecanol, 1,2-Hexanediol, Butylene Glycol, Anthemis Nobilis Flower Extract, Echium Plantagineum Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Persea Gratissima (Avocado) Fruit Extract, Calendula Officinalis Flower Extract, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Dimethicone, Xanthan Gum, Polyglyceryl-3 Methylglucose Distearate, Polysorbate 20, Polyacrylate Crosspolymer-6, Titanium Dioxide (CI 77891), C12-15 Alkyl Benzoate, Tocopherol, Glyceryl Stearate, Aloe Barbadensis Leaf Extract, PEG-100 Stearate, Aluminum Stearate, Oleth-10, Polyhydroxystearic Acid, Alumina, Isodeceth-6, t-Butyl Alcohol, Simethicone, Phenoxyethanol, Fragrance"
42,BE PLAIN - Clean Ocean Nonnano Mild Sunscreen - 50ml,"Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
43,THANK YOU FARMER - Sun Project Shimmer Sun Essence - 40ml,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Oil Control/ Pores, Sun Damage, Whitening


Skin Type: Combination, Dry, Normal, Oily",[]
44,Moonshot - Multi Protection UV Fixer,"Usage: Day


Product Type: Sunscreen


Product Unit: 50ml


SPF: SPF 30 - 50


PA: +++",[]
45,Real Barrier - Cicarelief Mild Sun Fluid - 55ml,"Usage: Day, Night


Product Type: Sunscreen


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
46,THANK YOU FARMER - Safe Sun Fluid Age 0880 - 100ml,"Cruelty Free: Yes


Product Type: Sunscreen


SPF: Above SPF 50


PA: ++++


Skin Concern: Sun Damage",[]
47,THE PURE LOTUS - Jeju Botanical Sun Cream - 50ml,"Usage: Day, Night


Product Type: Sunscreen


Product Unit: 50ml


Skin Concern: Dryness/ Hydration, Sun Damage, Uneven Skin Tone


Skin Type: Combination, Dry, Normal, Oily",[]
48,BONAJOUR - Daily Mild SUN Perfect Shield - 35ml,"Usage: Day


Product Type: Sunscreen


SPF: SPF 30 - 50


PA: ++


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Sun Damage","Onsen-Sui,Dicaprylyl Carbonate,Water,Titanium Dioxide,Propanediol,Cyclopentasiloxane,Zinc Oxide,Glyceryl Oleate,Glycerin,1,2-Hexanediol,Polyglyceryl-3 Polyricinoleate, Stearic Acid,Polyglyceryl-3 Diisostearate, Dipropylene Glycol,Methyl Methacrylate Crosspolymer,Sodium Chloride,Cetyl PEG/ PPG-10/1 Dimethicone,Aluminum Hydroxide, Isododecane,Butylene Glycol,Dimethicone Crosspolymer,CI 77492,Olea Europaea (Olive) Oil Unsaponifiables,Caprylhydroxamic Acid, Xanthan Gum,Mica,Disteardimonium Hectorite,Polyglutamic Acid,CI 77491,Propylene Carbonate,Octyldodecanol,Methicone,Centella Asiatica Extract,CI 77499,Polygonum Cuspidatum Root Extract,Scutellaria Bai- calensis Root Extract,Camellia Sinensis Leaf Extract,Glycyrrhiza Glabra (Licorice) Root Extract,Echium Plantagineum Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract,Chamomilla Recutita (Matricaria) Flower Extract,Aloe Barbadensis Leaf Extract, Althaea Rosea Root Extract,Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,Tocopherol"
49,SWANICOCO - Daily Soft Sun Milk - 50ml,"Usage: Day, Night


Skin Concern: Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
50,d'Alba - Waterfull Essence Sun Cream - 50ml (SPF50+ PA++++),"Usage: Day


Product Type: Sunscreen


Product Unit: 50ml


Skin Concern: Anti-aging/ Wrinkles, Dullness / Radiance, Sun Damage


Skin Type: Combination, Dry, Normal, Oily",[]
51,make p:rem - UV Defense Me. Calming Tone Up Sun Cream - 50ml,"Cruelty Free: Yes


Usage: Day


Product Type: Sunscreen


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming, Sun Damage, Uneven Skin Tone


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Water, Zinc Oxide, Propylheptyl Caprylate, Propaneciol, Titanium Dioxide, Disiloxane, Dicaprylyl Ether, Butylene Glycol Dicaprylate/dicaprate, Butyloctyl Salicylate, Caprylyl Methicone, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/sebacate, Calamine, Trimethylsiloxysilicate, Bambusa Vulgaris Water, Fructan, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Tocopherol, Pyrus Communis (Pear) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Cucumis Melo (Melon) Fruit Extract, Hedera Helix (Ivy) Leaf/Stem Extract, Moringa Oleifera Seed Extract, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Rosmarinus Officinalis (Rosemary) Leaf
Extract, Rosa Damascena Flower Water, Jasminum Officinale Jasmine) Flower Water, Ribes Nigrum (Black Currant) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Disteardimonium Hectorite, Magnesium Sulfate, Methyl Methacrylate Crosspolymer, Stearic Acid, Aluminum Hydroxide, Triethoxycaprylyisilane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, 1,2-Hexanediol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polymethyisilsesquioxane, Glyceryl Caprylate, Caprytyl Glycol, Ethylhexylgtycerin, Octyldodecanol, Maltodextrin, Butylene Glycol"
