,name,details,ingredients
18,heimish - Bulgarian Rose Water Hydrogel Eye Patch,"Cruelty Free: Yes


Product Type: Eye Patch


Product Unit: 60pc


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Whitening


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Water, Ethyl Hexanediol, Sucrose, Allantoin, Calcium Lactate, Pentylene Glycol, Centella Asiatica (Gotu Kola) Extract, Cellulose Gum, PEG-60 Hydrogenated Castor Oil, Ceratonia Siliqua (Carob) Gum, Chondrus Crispus (Carrageenan) Powder, Dipotassium Glycyrrhizate, Glycerin, Arginine, Nelumbo Nucifera (Sacred Lotus) Flower Extract, Propanediol, Pinus Sylvestris (Scot's Pine) Leaf Extract, Fragrance, Calcium Chloride, Adenosine, Cocos Nucifera (Coconut) Fruit Extract, Tripropylene Glycol, Synthetic Fluorphlogopite, Hamamelis Virginiana (Witch Hazel) Extract, Ethylhexylglycerin, Ricinus Communis (Castor) Seed Oil, Potassium Chloride, Titanium Dioxide, Calcium Aluminum Borosilicate, Butylene Glycol, 1,2-Hexanediol, Chlorphenesin, Sodium Hyaluronate, Disodium EDTA, Rosa Damascena (Rose) Flower Water, Tin Oxide (CI 77861), Carmine (CI 75470), Chondrus Crispus (Carrageenan), Portulaca Oleracea (Green Purslane) Extract, Cyamopsis Tetragonoloba (Guar) Gum, Dipropylene Glycol"
19,A.H.C - Youth Lasting Real Eye Cream - 30ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",[]
20,Farm Stay - Black Snail Premium Rolling Eye Serum - 25ml,"Product Type: Eye Serum


Product Unit: 25ml


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
21,RiRe - Bubble Bubble Lip Mask,"Product Type: Lip Mask


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, Cellulose, Sodium Laureth Sulfate, Butylene Glycol, Methyl Perfluoroisobutyl Ether, Methyl Perfluorobutyl Ether, Glycerin, Acrylates Copolymer, Triethanolamine, Hydroxyacetophenone, Carbomer, Citrus Aurantium Dulcis (Orange) Peel Oil, Panthenol, Allantoin, Citrus Limon (Lemon) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Citrus Aurantifolia (Lime) Fruit Extract, 1,2-Hexanediol, Sodium Hyaluronate, Tartrazine, Ascorbic Acid"
22,Sidmool - Jojoba Lip Essence - 13ml,"Cruelty Free: Yes


Skin Concern: Dryness/ Hydration


Skin Type: Dry",[]
23,SWANICOCO - Fermentation Peptine Eye Care Cream - 5ml,"Product Type: Eye Cream


Product Unit: 5ml


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
24,FRUDIA - Mango Honey Lip Mask - 10g,"Product Type: Lip Mask


Skin Concern: Dryness/ Hydration, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
25,CARE:NEL - Berry Lip Night Mask,"Cruelty Free: Yes


Product Type: Lip Mask


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
26,PETITFEE - B Glucan Deep Firming Eye Mask - 60pcs,"Product Type: Eye Mask


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
27,Berrisom - Sos Oops Aqua Lip Patch -30pcs,"Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
28,PETITFEE - koelf Pearl & Shea Butter Eye Patch - 60pcs,"Product Type: Eye Patch


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",[]
29,PETITFEE - CACAO Energizing Hydrogel Eye Mask - 84g (60pcs/30pairs),"Product Type: Eye Mask


Skin Concern: Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",[]
30,heimish - Marine Care Eye cream - 30ml,"Cruelty Free: Yes


Product Type: Eye Cream


Product Unit: 30ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
31,PETITFEE - Chamomile Lightening Hydrogel Eye Mask - 60pcs,"Product Type: Eye Mask


Skin Concern: Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",[]
32,no info,no info,no info
33,no info,no info,no info
34,Kao - MegRhythm Gentle Steam Eye Mask,Product Type: Eye Mask,[]
35,PETITFEE - Pep Tightening Eye Cream - 30g,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
36,SWANICOCO - Fermentation Peptine Eye Care Cream - 20ml,"Product Type: Eye Cream


Product Unit: 20ml


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
37,PETITFEE - Artichoke Soothing Hydrogel Eye Mask - 60pcs,"Product Type: Eye Mask


Skin Concern: Dryness/ Hydration, Irritation/ Calming, Sun Damage


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
38,PUREDERM - Cucumber Eye Pads (Jar) - 24pcs,"Product Type: Eye Patch


Skin Concern: Dark Circles, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily","Water(Aqua), Glycerin, Butylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, PEG-60 Hydrogenated Castor Oil, Portulaca Oleracea Extract, Camellia Sinensis Leaf Extract, Morus Alba Bark Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Allantoin, Disodium EDTA, Hydroxyethylcellulose, Tocopheryl Acetate, Aloe Barbadensis Leaf Juice, Chlorphenesin, 1,2-Hexanediol, Propanediol, Caprylyl Glycol, Illicium Verum (Anise) Fruit Extract, Phenoxyethanol, Fragrance(Parfum)"
39,FRUDIA - Pomegranate Nutri-Moisturizing Eye Cream Special Set - 40ml + 10ml (For free),"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
40,MACQUEEN - Eyelash Serum - 5g,"Product Type: Eyelash Essence


Skin Type: Combination, Dry, Normal, Oily",[]
41,MEMEBOX - Nooni - Applebutter lip mask - 12g,"Product Type: Lip Mask


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Diisostearyl Malate, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated C6-14 Olefin Polymers, Euphorbia Cerifera (Candelilla) Wax, Tocopheryl Acetate, Polyethylene, Silica Dimethyl Silylate, Butyrospermum Parkii (Shea Butter), Microcrystalline Wax, Ozokerite, Copernicia Cerifera (Carnauba) Wax, Polybutene, Argania Spinosa Kernel Oil, Helianthus Annuus (Sunflower) Seed Oil, Camellia Sinensis Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Camellia Japonica Seed Oil, Olea Europaea (Olive) Fruit Oil, Macadamia Integrifolia Seed Oil, Monascus Extract, Sorbitan Sesquioleate, Hydroxyacetophenone, Hydrogenated Polyisobutene, Methyl Nicotinate, Glycine Soja (Soybean) Oil, Capsicum Frutescens Fruit Extract, Zingiber Officinale (Ginger) Root Oil, Fragrance, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Ethylhexyl Palmitate, Tribehenin, Sorbitan Isostearate, Lactic Acid, Palmitoyl Tripeptide-1, Orbignya Oleifera Seed Oil, Hippophae Rhamnoides Oil, Dimethicone, Gaultheria Procumbens (Wintergreen) Leaf Extract, Water, Butylene Glycol, Pyrus Malus (Apple) Fruit Extract"
42,Farm Stay - Collagen Water Full Moist Rolling Eye Serum - 25ml,"Product Type: Eye Serum


Product Unit: 25ml


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",[]
43,no info,no info,no info
44,FRUDIA - Coconut Honey Salve Lip Cream - 10g,"Product Type: Lip Mask


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive",[]
45,G9SKIN - Pink Blur Hydrogel Eye Patch,"Product Type: Eye Patch


Product Unit: 120pc


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Water, glycerin, butylene glycol, chondrus crispus powder, ceratonia silique gum, rubus fruticosus (blackberry) fruit extract, sambucus nigra fruit extract, vaccinum angustifolium (blueberry) fruit extract, rubus idaeus (raspberry) fruit extract, vaccinium macrocarpon (cranberry) fruit extract, cornus officinalis fruit extract, prunus serotine (wild cherry) fruit extract, punica granatum fruit extract, camellia japonica flower extract, brassica napus extract, freesia refracta extract, oenothera biennis (evening primrose) flower extract, forsythia suspensa fruit extract, calendula officinalis flower extract, brassica oleracea italic (broccoli) extract, solanum lycopersicum (tomato) fruit extract, brassica oleracea capitata (cabbage) leaf extract, nelumbo nucifera flower water, eucalyptus globulus leaf extract, origanum vulgare leaf extract, hibiscus sabdariffa flower extract, hedera helix (ivy) leaf extract, camellia sinensis leaf extract, linum usitatissimum (linseed) seed extract, salvia hispanica seed extract, pinus sylvestris leaf extract, pyrus communis (pear) fruit extract, astaxanthin, betaine, adenosine, allantoin, peg-60 hydrogenated castor oil, cyamopsis tetragonoloba (guar) gum, ricinus communis (castor) seed oil, calcium chloride, synthetic fluorphlogopite, CI 77891, calcium aluminum borosilicate, tin oxide, carmine, scutellaria baicalensis root extract, ethylhexylglycerin, glyceryl caprylate, chlorphenesin, methylparaben, disodium edta, fragrance.*Full ingredient lists are for reference only. Ingredients subject to change at manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to product packaging. Unfortunately, we have no return, refund or exchange policy due to allergy. If you have allergies or are sensitive to some cosmetic ingredients, we recommend only purchasing one item at a time to test for any type of reaction before purchasing multiple items. If persistent irritation occurs, discontinue use and consult a physician."
46,"PUREDERM - Dark Circle Reducer Eye Patches""BROCCOLI"" - 6 treatments","Product Type: Eye Patch


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration, Dullness / Radiance, Uneven Skin Tone


Skin Type: Combination, Dry, Normal, Oily","Water(Aqua), Glycerin, Sodium Polyacrylate, Gelatin, Polyvinyl Alcohol, 1,2-Hexanediol, Cellulose Gum, Sodium Hyaluronate, Brassica Oleracea Italica (Broccoli) Extract, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Ceramide NP, Ascorbic Acid, Titanium Dioxide, Tartaric Acid, Aluminum Hydroxide, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Chlorphenesin, Ethylhexylglycerin, Phenoxyethanol, Fragrance(Parfum), Linalool, Limonene"
47,"PUREDERM - Eye Puffiness Minimizing Patches""PUMPKIN"" - 60 treatments - 60pcs","Product Type: Eye Patch


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Water(Aqua), Glycerin, Sodium Polyacrylate, Gelatin, Polyvinyl Alcohol, 1,2-Hexanediol, Cellulose Gum, Sodium Hyaluronate, Cucurbita Pepo (Pumpkin) Fruit Extract, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Ceramide NP, Tocopheryl Acetate, Titanium Dioxide, Tartaric Acid, Aluminum Hydroxide, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Chlorphenesin, Ethylhexylglycerin, Phenoxyethanol, Fragrance(Parfum), Linalool, Limonene"
48,"PUREDERM - Eye Puffiness Minimizing Patches""PUMPKIN"" - 6 treatments","Product Type: Eye Patch


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water(Aqua), Glycerin, Sodium Polyacrylate, Gelatin, Polyvinyl Alcohol, 1,2-Hexanediol, Cellulose Gum, Sodium Hyaluronate, Cucurbita Pepo (Pumpkin) Fruit Extract, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Ceramide NP, Tocopheryl Acetate, Titanium Dioxide, Tartaric Acid, Aluminum Hydroxide, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Chlorphenesin, Ethylhexylglycerin, Phenoxyethanol, Fragrance(Parfum), Linalool, Limonene"
